epoch,balanced_acc_m,fn_m,fp_m,loss,neg_pred_m,pos_pred_m,precision_m,recall_m,tn_m,tp_m,val_balanced_acc_m,val_fn_m,val_fp_m,val_loss,val_neg_pred_m,val_pos_pred_m,val_precision_m,val_recall_m,val_tn_m,val_tp_m
0,0.46981513500213623,0.6757075190544128,20.818395614624023,0.0932580754160881,9.537735939025879,22.462265014648438,0.07470352202653885,0.6405097842216492,8.862028121948242,1.6438679695129395,0.5064929723739624,7.595744609832764,0.010638297535479069,0.6889312267303467,31.882978439331055,0.11702127754688263,0.10638296604156494,0.013352752663195133,24.287233352661133,0.10638298094272614
1,0.4745594263076782,1.0754716396331787,16.112028121948242,0.0932670459151268,14.642688751220703,17.35613250732422,0.0689995065331459,0.49154871702194214,13.567216873168945,1.2441037893295288,0.5,7.702127456665039,0.0,0.6873828768730164,32.0,0.0,0.0,0.0,24.29787254333496,0.0
2,0.47124239802360535,1.2924528121948242,13.637971878051758,0.09323922544717789,17.33490562438965,14.665094375610352,0.06575591117143631,0.4012860655784607,16.04245376586914,1.0271226167678833,0.4990527927875519,5.5638298988342285,6.712766170501709,0.6928247213363647,23.148935317993164,8.85106372833252,0.24026596546173096,0.2745051980018616,17.585105895996094,2.1382977962493896
3,0.4902462363243103,1.3832547664642334,11.773585319519043,0.09321127086877823,19.29009437561035,12.709905624389648,0.06692337244749069,0.3762972354888916,17.90683937072754,0.9363207817077637,0.5125822424888611,7.42553186416626,0.2978723347187042,0.6892787218093872,31.4255313873291,0.5744680762290955,0.21631203591823578,0.037091657519340515,24.0,0.27659574151039124
4,0.5026172399520874,1.2688679695129395,11.99410343170166,0.09293454885482788,18.955188751220703,13.044811248779297,0.0893794372677803,0.4088571071624756,17.686321258544922,1.0507075786590576,0.5036516189575195,7.010638236999512,1.9042552709579468,0.6807861924171448,29.404254913330078,2.5957446098327637,0.24065348505973816,0.08628837764263153,22.393617630004883,0.6914893388748169
5,0.5377690196037292,1.4080188274383545,8.167452812194824,0.0920623391866684,22.920989990234375,9.079009056091309,0.10412663966417313,0.35040125250816345,21.512971878051758,0.911556601524353,0.5092079043388367,6.702127456665039,2.6063830852508545,0.6713048815727234,28.393617630004883,3.6063830852508545,0.2606002986431122,0.12635894119739532,21.691490173339844,1.0
6,0.555330216884613,1.4316037893295288,7.117924690246582,0.0912972092628479,23.994104385375977,8.00589656829834,0.11745049059391022,0.3498665690422058,22.5625,0.8879716992378235,0.5144892334938049,6.734042644500732,2.382978677749634,0.6647504568099976,28.648935317993164,3.3510637283325195,0.2485858052968979,0.12703360617160797,21.914894104003906,0.9680851101875305
7,0.5645438432693481,1.3974056243896484,7.075471878051758,0.09044357389211655,24.00235939025879,7.997641563415527,0.12209289520978928,0.3670681416988373,22.60495376586914,0.9221698045730591,0.5165584683418274,7.117021083831787,1.0106383562088013,0.6421346664428711,30.404254913330078,1.5957447290420532,0.2781915068626404,0.07511381804943085,23.287233352661133,0.585106372833252
8,0.5604742765426636,1.3974056243896484,7.053066253662109,0.09050226956605911,24.024765014648438,7.975235939025879,0.11991548538208008,0.35796964168548584,22.62735939025879,0.9221698045730591,0.5063260793685913,6.340425491333008,3.7765958309173584,0.6647578477859497,26.86170196533203,5.138298034667969,0.24964578449726105,0.16845160722732544,20.521276473999023,1.3617020845413208
9,0.5784342885017395,1.3419811725616455,6.823113441467285,0.09012985229492188,24.19929313659668,7.8007073402404785,0.12703579664230347,0.3862309455871582,22.857311248779297,0.9775943160057068,0.5037787556648254,6.521276473999023,3.3936169147491455,0.657209038734436,27.4255313873291,4.57446813583374,0.23732273280620575,0.1467781811952591,20.904254913330078,1.1808511018753052
10,0.5702366828918457,1.3844339847564697,6.595519065856934,0.0898347795009613,24.46933937072754,7.530660152435303,0.12751823663711548,0.3620801866054535,23.08490562438965,0.9351415038108826,0.5006073713302612,6.659574508666992,3.1914894580841064,0.6551054120063782,27.76595687866211,4.234042644500732,0.23038671910762787,0.13222649693489075,21.106382369995117,1.042553186416626
11,0.5736486911773682,1.375,6.652122497558594,0.08980414271354675,24.403301239013672,7.59669828414917,0.12881071865558624,0.37100741267204285,23.028301239013672,0.9445754885673523,0.5025680065155029,6.627659797668457,3.1382977962493896,0.6562162041664124,27.787233352661133,4.212766170501709,0.2561170160770416,0.13402949273586273,21.159574508666992,1.0744681358337402
12,0.5816636085510254,1.3254716396331787,6.666273593902588,0.08929640054702759,24.339622497558594,7.660377502441406,0.13703633844852448,0.387295126914978,23.014150619506836,0.9941037893295288,0.5050660967826843,6.531914710998535,3.329787254333496,0.6566509008407593,27.5,4.5,0.25015199184417725,0.14657054841518402,20.96808433532715,1.170212745666504
13,0.5908105969429016,1.3160377740859985,6.305424690246582,0.08834072947502136,24.691038131713867,7.308962345123291,0.14878521859645844,0.39366307854652405,23.375,1.0035377740859985,0.4946654438972473,6.691489219665527,3.3085105419158936,0.655409038066864,27.680850982666016,4.319149017333984,0.2319149672985077,0.12516334652900696,20.989360809326172,1.0106383562088013
14,0.5778700113296509,1.3632075786590576,6.584905624389648,0.08930689096450806,24.45872688293457,7.541273593902588,0.13518710434436798,0.37697380781173706,23.095518112182617,0.9563679099082947,0.500391960144043,6.734042644500732,2.9680850505828857,0.6522948741912842,28.06382942199707,3.9361701011657715,0.2412572056055069,0.12309545278549194,21.32978630065918,0.9680851101875305
15,0.5850958824157715,1.3443396091461182,6.314858436584473,0.08869249373674393,24.70990562438965,7.290094375610352,0.14094224572181702,0.38251927495002747,23.36556625366211,0.9752358198165894,0.5067521929740906,6.617021083831787,3.042553186416626,0.6511141061782837,27.87234115600586,4.127659797668457,0.2602076530456543,0.1383265107870102,21.255319595336914,1.085106372833252
16,0.590721070766449,1.2983490228652954,6.4186320304870605,0.0882091373205185,24.56014060974121,7.439858436584473,0.1418267786502838,0.3971122205257416,23.26179313659668,1.021226406097412,0.5010194778442383,6.9361701011657715,2.372340440750122,0.6376339793205261,28.86170196533203,3.1382977962493896,0.23741133511066437,0.09969896078109741,21.9255313873291,0.7659574747085571
17,0.5903093814849854,1.3372641801834106,6.218160152435303,0.08825268596410751,24.799528121948242,7.200471878051758,0.14481499791145325,0.3897109627723694,23.462265014648438,0.9823113083839417,0.4950486719608307,7.085106372833252,2.159574508666992,0.6293802261352539,29.223403930664062,2.7765958309173584,0.20433127880096436,0.07947418838739395,22.13829803466797,0.6170212626457214
18,0.5897002220153809,1.3266509771347046,6.097877502441406,0.08792427182197571,24.909198760986328,7.09080171585083,0.1507217288017273,0.384147584438324,23.58254623413086,0.9929245114326477,0.5076751112937927,6.521276473999023,3.340425491333008,0.6550524234771729,27.478723526000977,4.521276473999023,0.24844227731227875,0.15265409648418427,20.957447052001953,1.1808511018753052
19,0.5943586230278015,1.323113203048706,6.145047187805176,0.08796106278896332,24.858489990234375,7.141509532928467,0.14884087443351746,0.39515379071235657,23.535377502441406,0.9964622855186462,0.5068445205688477,6.57446813583374,3.202127695083618,0.6555137038230896,27.67021369934082,4.329787254333496,0.2519353926181793,0.14545634388923645,21.095745086669922,1.127659559249878
20,0.5947138071060181,1.3266509771347046,6.149764060974121,0.08758221566677094,24.857311248779297,7.142688751220703,0.1504899263381958,0.3959190547466278,23.53066062927246,0.9929245114326477,0.5054394602775574,6.914893627166748,2.202127695083618,0.6318593621253967,29.010639190673828,2.9893617630004883,0.2556104362010956,0.10148890316486359,22.095745086669922,0.7872340679168701
21,0.5967319011688232,1.3077830076217651,6.0436320304870605,0.08686450123786926,24.944576263427734,7.055424690246582,0.15214002132415771,0.3965367376804352,23.63679313659668,1.0117924213409424,0.5069490671157837,6.819149017333984,2.4361701011657715,0.6421686410903931,28.680850982666016,3.3191490173339844,0.25729063153266907,0.11438639461994171,21.86170196533203,0.8829787373542786
22,0.5999595522880554,1.2959905862808228,6.286556720733643,0.08709702640771866,24.68985939025879,7.310141563415527,0.14827463030815125,0.4114569425582886,23.39386749267578,1.0235849618911743,0.5052921175956726,6.5,3.4893617630004883,0.6613948941230774,27.308509826660156,4.691489219665527,0.24745863676071167,0.15458053350448608,20.808509826660156,1.2021276950836182
23,0.5960668325424194,1.2948113679885864,6.213443279266357,0.08716247975826263,24.76179313659668,7.2382073402404785,0.15272796154022217,0.4010317921638489,23.466981887817383,1.0247641801834106,0.5127295255661011,7.085106372833252,1.3404254913330078,0.6074734330177307,30.042552947998047,1.957446813583374,0.29133737087249756,0.08050846308469772,22.957447052001953,0.6170212626457214
24,0.608331024646759,1.2382075786590576,6.358490467071533,0.0858815461397171,24.56014060974121,7.439858436584473,0.1551249772310257,0.4307743310928345,23.32193374633789,1.0813679695129395,0.5142084360122681,6.914893627166748,1.851063847541809,0.6105515360832214,29.36170196533203,2.6382977962493896,0.2865754961967468,0.10446641594171524,22.446807861328125,0.7872340679168701
25,0.6100467443466187,1.1957547664642334,6.398584842681885,0.08552413433790207,24.47759437561035,7.522405624389648,0.16336274147033691,0.4352986216545105,23.28183937072754,1.1238207817077637,0.507835328578949,6.638298034667969,2.9361701011657715,0.6414152383804321,28.0,4.0,0.25717243552207947,0.1365925371646881,21.36170196533203,1.063829779624939
26,0.5985680222511292,1.2488207817077637,6.630896091461182,0.0862339586019516,24.298349380493164,7.701651096343994,0.15172292292118073,0.42007675766944885,23.049528121948242,1.0707547664642334,0.5080105662345886,6.882978916168213,2.2340426445007324,0.6298500895500183,28.946807861328125,3.0531914234161377,0.24236321449279785,0.10786475241184235,22.06382942199707,0.8191489577293396
27,0.6037333607673645,1.2181603908538818,6.7617926597595215,0.08598349243402481,24.13679313659668,7.8632073402404785,0.1579565703868866,0.43456757068634033,22.91863250732422,1.1014150381088257,0.5106840133666992,6.6489362716674805,2.829787254333496,0.6390436291694641,28.117021560668945,3.882978677749634,0.2665020227432251,0.13759751617908478,21.46808433532715,1.0531915426254272
28,0.5992456078529358,1.1945754289627075,7.149764060974121,0.0861879363656044,23.725234985351562,8.274764060974121,0.15278589725494385,0.43899816274642944,22.53066062927246,1.125,0.5089973211288452,6.765957355499268,2.585106372833252,0.639991283416748,28.478723526000977,3.5212767124176025,0.2555091679096222,0.12434990704059601,21.712766647338867,0.936170220375061
29,0.6107783317565918,1.1804245710372925,6.806603908538818,0.08518487960100174,24.054244995117188,7.945754528045654,0.16287940740585327,0.4503525495529175,22.873821258544922,1.1391509771347046,0.511987566947937,6.659574508666992,2.71276593208313,0.6378982663154602,28.244680404663086,3.755319118499756,0.2825481593608856,0.13516589999198914,21.585105895996094,1.042553186416626
30,0.612086296081543,1.1533018350601196,6.964622497558594,0.08539963513612747,23.869104385375977,8.13089656829834,0.1600235402584076,0.4585707187652588,22.715801239013672,1.166273593902588,0.5042113661766052,6.776595592498779,2.744680881500244,0.6381933093070984,28.32978630065918,3.670212745666504,0.2545592784881592,0.1214965283870697,21.553192138671875,0.9255319237709045
31,0.6136719584465027,1.1544811725616455,7.167452812194824,0.0853097066283226,23.66745376586914,8.332547187805176,0.1531756967306137,0.4686688482761383,22.512971878051758,1.1650943756103516,0.5049689412117004,6.861701965332031,2.4680850505828857,0.6329864859580994,28.691490173339844,3.3085105419158936,0.2590045630931854,0.111984983086586,21.82978630065918,0.8404255509376526
32,0.6223950386047363,1.0790094137191772,7.068396091461182,0.08414437621831894,23.691038131713867,8.308961868286133,0.16530270874500275,0.4826722741127014,22.612028121948242,1.2405660152435303,0.5065233707427979,6.712766170501709,2.744680881500244,0.6393803358078003,28.26595687866211,3.7340426445007324,0.2753293216228485,0.1258239895105362,21.553192138671875,0.9893617033958435
33,0.6213792562484741,1.1438679695129395,6.637971878051758,0.08403290808200836,24.186321258544922,7.813679218292236,0.16395308077335358,0.4658806025981903,23.04245376586914,1.1757075786590576,0.5093411207199097,6.627659797668457,2.8617022037506104,0.6437031626701355,28.06382942199707,3.9361701011657715,0.2693726718425751,0.13647493720054626,21.43617057800293,1.0744681358337402
34,0.623787522315979,1.114386796951294,6.876179218292236,0.08403405547142029,23.91863250732422,8.081367492675781,0.16855886578559875,0.4786008298397064,22.804244995117188,1.2051886320114136,0.5110368728637695,6.478723526000977,3.2234041690826416,0.6459537148475647,27.553192138671875,4.446808338165283,0.2733156383037567,0.15548036992549896,21.0744686126709,1.2234042882919312
35,0.6120220422744751,1.1297169923782349,7.180424690246582,0.08517073839902878,23.629716873168945,8.370283126831055,0.1572583019733429,0.4654550850391388,22.5,1.1898584365844727,0.5024648904800415,6.92553186416626,2.414893627166748,0.6229503154754639,28.808509826660156,3.1914894580841064,0.23581565916538239,0.10415400564670563,21.882978439331055,0.7765957713127136
